Date,Text,Processed_Text,Score,Username,Sentiment
2025-03-05 03:24:39,Gema ini seru banget gua penggemarnya,gema seru banget gua gemar,5,Karlina na,Positif
2025-03-05 03:23:41,Game kepecen sendiri tapi gapapa,game kepecen gapapa,3,Mario Taik,Netral
2025-03-05 03:23:35,"Mantap, Tolong untuk cheat di basmi",mantap cheat basmi,5,Ruben Manurung,Positif
2025-03-05 03:23:09,game tambah emosi . bikin gila sengaja baget,game emosi bikin gila sengaja baget,1,rendi irpandi,Negatif
2025-03-05 03:22:21,saya menyukainya,suka,4,Mutiara Telaumbanua,Positif
2025-03-05 03:20:30,sukakk bngt,sukakk bngt,4,zanetta malika putri,Positif
2025-03-05 03:20:29,Gas,gas,5,Dalma Fajar,Positif
2025-03-05 03:19:00,Game ini sangat menyenangkan game ini adalah game moba terbaik,game senang game game moba baik,5,Pengguna Google,Positif
2025-03-05 03:17:13,Seru banget,seru banget,5,Triyanto Yanto,Positif
2025-03-05 03:16:59,Seru tapi gak punya kawan buat mabar,seru gak kawan mabar,5,Widi prasetyo,Positif
2025-03-05 03:16:51,Terlalu toxic,toxic,1,Agung Oktavianus Silalahi,Negatif
2025-03-05 03:16:41,Ini permainan seru tapi buat saya setres kalau Kalak berkali kali😡😡😡😤😤,main seru tres kalak kali kali,5,Jidan Dan,Positif
2025-03-05 03:16:21,Woi apa ini baru masuk mythic langsung losestreak aneh nih moonton,woi masuk mythic langsung losestreak aneh nih moonton,1,fei ukru,Negatif
2025-03-05 03:16:12,Bagus banget,bagus banget,5,aris supriadi,Positif
2025-03-05 03:15:16,Mantap,mantap,5,Yakin Sambar,Positif
2025-03-05 03:14:47,Mantap,mantap,5,Arkha Attaya,Positif
2025-03-05 03:14:24,Sangat menghuburt,menghuburt,5,Chandra Saputra,Positif
2025-03-05 03:13:57,Game apa ini bisa bisa nya dikasih lose treak 5 kali,game nya kasih lose treak 5 kali,1,Ihsan Maulana,Negatif
2025-03-05 03:13:56,Gem ini sangat mudah untuk di mainkan,gem mudah main,5,Rofik Alya,Positif
2025-03-05 03:13:42,Not bad,not bad,3,伊滿Han,Netral
2025-03-05 03:13:35,Ga seimbang maen nya msa Yng Bru naek maen nya SMA yang jgo.,ga imbang maen nya msa yng bru naek maen nya sma jgo,4,Rudi Ewon,Positif
2025-03-05 03:12:58,Keren banget nih game punya banyak kekuatan,keren banget nih game kuat,5,Wildan Gaming,Positif
2025-03-05 03:12:24,Ml yang terbaik saya suka ml 😘😘😘❤️❤️❤️❤️,ml baik suka ml ,5,Rita Renita,Positif
2025-03-05 03:12:24,Game nya bagus dan seru aku sangat menyukainya,game nya bagus seru suka,5,Wisnu Pradinata,Positif
2025-03-05 03:11:01,Bagus banget,bagus banget,1,Nahwani Ipndi,Negatif
2025-03-05 03:10:50,bagus nye,bagus nye,5,Detha Putri,Positif
2025-03-05 03:10:44,Game yang sangat bagus dan menarik Semoga bisa lebih bagus lagi,game bagus tarik moga bagus,5,Debby Masengi,Positif
2025-03-05 03:09:18,Sangat seru game nya untuk dimainkan tapi tolong kasih tim yang sesuai sama musuhnya moonton terima kasih,seru game nya main kasih tim sesuai musuh moonton terima kasih,5,Umi Sumyati,Positif
2025-03-05 03:08:51,Game nya sangat bagus saya suka tpi BALIKKIN AKUN SAYA MOONTON!!,game nya bagus suka tpi balikkin akun moonton,5,Ciki Piter,Positif
2025-03-05 03:08:15,Game ini sempurna dan seru tapi moonton tolong hilangkan dark sistem dan lag dikit dikit defeat,game sempurna seru moonton hilang dark sistem lag dikit dikit defeat,5,Rma bola Hala madrid,Positif
2025-03-05 03:04:31,Tolong saya udah ketemu cit jaringan banyak udah di lapor tp gak di tangepin😡,udah ketemu cit jaring udah lapor tp gak tangepin,1,NA BIL,Negatif
2025-03-05 03:04:01,Gem nya bagus,gem nya bagus,5,Nikolas alfaro,Positif
2025-03-05 03:03:34,Computer nya suka maksa kalo di rumput mau nyampah lord timnya sama musuh ga konsinsten,computer nya suka maksa kalo rumput nyampah lord tim musuh ga konsinsten,1,Surianto,Negatif
2025-03-05 03:02:55,Gem nya bagus,gem nya bagus,5,Adam Faruq,Positif
2025-03-05 03:02:24,bagus dan seru untuk waktu luang,bagus seru luang,5,Serly y,Positif
2025-03-05 03:02:24,Bagus,bagus,5,Helmi,Positif
2025-03-05 03:01:48,Karna KLH mulu,karna klh mulu,1,Lano Via,Negatif
2025-03-05 03:01:40,"game mbosenin, adanya cuma kalah kalah trs gaje bngt",game mbosenin kalah kalah trs gaje bngt,1,Jani Murawan,Negatif
2025-03-05 02:59:32,ML jelek harusnya gak pernah keluar ML sekarang gak jelas bikin emosi,ml jelek gak ml gak bikin emosi,1,Muzzaki Fadillah,Negatif
2025-03-05 02:59:00,Moba kok analog 😹☝️,moba analog ,1,aryaprast Aryaprasti,Negatif
2025-03-05 02:56:49,"Gamenya oke tapi karakternya gak ada gambarnya jadi gaktau karakternya cuma bulet""biru mana gak bisa ganti profil dari album ganenya bikan frustasi mending ml di hapus dari play store kalau biasa bintang 0 game paling jelek yang pernah gw mainin",gamenya oke karakter gak gambar gaktau karakter buletbiru gak ganti profil album ganenya bik frustasi mending ml hapus play store bintang 0 game jelek gw mainin,1,Lek No,Negatif
2025-03-05 02:56:36,saya sengaja memberi kan bintang 3 karena saya sering mengalami nge lag padahal jaringan baik dan penyimpanan memori pun masih luas namun jaringan di game selalu berwarna merah yg berarti jaringan tidak stabil padahal jaringan yg sebenarnya sangat baik dan Kouta masih banyak GK tau entah kenapa sering mengalami nge lag seperti ini saya harap hal seperti itu bisa lebih baik lagi semoga saya tidak mengalami hal seperti itu 🙏🌟🌟🌟🌟🌟,sengaja bintang 3 alami nge lag jaring simpan memori luas jaring game warna merah yg jaring stabil jaring yg kouta gk tau alami nge lag harap moga alami ,3,Grace Pasaribu,Netral
2025-03-05 02:54:30,Grafiknya nggak bagus ada Hero full stun,grafik bagus hero full stun,1,Na Imoet,Negatif
2025-03-05 02:54:23,Saya sangat menyukai game ini❤️,suka game ini,5,Renoll,Positif
2025-03-05 02:53:40,Game gak jelas,game gak,1,Ihsan Maulana,Negatif
2025-03-05 02:49:33,Gem nya bagus tapi kenapa terlalu berat dan ngelek ngelek untuk HP yang ram nya dikit,gem nya bagus berat ngelek ngelek hp ram nya dikit,4,Fatiah 12,Positif
2025-03-05 02:48:58,monton geme nya udah bagus cuman drak sistem nya dikurangin dikit dong masak gua mintak biasa ketemu imortal perbaiki sedikit ya,monton geme nya udah bagus cuman drak sistem nya rangin dikit masak gua mintak ketemu imortal baik,5,Zafir Arbintang,Positif
2025-03-05 02:48:10,Aku sangat suka main game mobile.👍👍🙆(◕ᴗ◕✿)( ◜‿◝ )♡,suka main game mobile  ,5,Edi Blues,Positif
2025-03-05 02:47:16,Bagus,bagus,5,Nasya Darmansyah,Positif
2025-03-05 02:47:12,Moton no respon,moton no respon,3,Dhen Rio,Netral
2025-03-05 02:47:06,Ini adalah game tertolol yang saya mainkan wifi udah bagus malah macet bikin yang main aja kalah jadi saya saranin gak usah download game ini yang ada menyesal,game tolol main wifi udah bagus macet bikin main aja kalah saranin gak download game sesal,1,Birrul 2016,Negatif
2025-03-05 02:46:55,Makin kren,kren,5,Yudha Yudha,Positif
2025-03-05 02:46:52,ga jelas sering keluar sendiri jangan di dowlnoad ga work,ga dowlnoad ga work,3,Nay,Netral
2025-03-05 02:43:56,Siippp,siippp,5,Zhipezhek13 Zhipezhek,Positif
2025-03-05 02:43:43,Game pembawa emosi😊,game bawa emosi,2,KhususML Chitra77,Negatif
2025-03-05 02:43:15,"Game terbaik, kalau kalian memainkan nya kalian gak akan emosi malah happy....",game baik main nya gak emosi happy,5,W Gaming,Positif
2025-03-05 02:42:49,Game ini sangat mnyenagkan,game mnyenagkan,2,tono Segiring,Negatif
2025-03-05 02:41:50,Game silet,game silet,1,Arfano 07,Negatif
2025-03-05 02:41:33,Gamenya bagus player nya banyak yang ramah,gamenya bagus player nya ramah,5,Titin Kartini,Positif
2025-03-05 02:41:31,game nya bagus tapi penyesuaian tim nya buruk dan jaringan nya tolong di perbaiki,game nya bagus sesuai tim nya buruk jaring nya baik,2,Fatimah Rosa,Negatif
2025-03-05 02:41:13,Game apalah ini masa baru menang dapat dua bintang trus main lagi malah kalah turun banyak bintang sampai aku stress. Tolong dibales admin moonton,game apa menang bintang trus main kalah turun bintang stress dibales admin moonton,3,ARX,Netral
2025-03-05 02:40:46,"Bintang nya di turunin!!!...makin sini jaringan nya makin lemot kalau di dalam game, padahal ijo tapi lag parah, tolong di perbaiki.",bintang nya turuninmakin jaring nya lot game ijo lag parah baik,4,Robi Gunawan,Positif
2025-03-05 02:39:46,Baikin dong match making nya supaya ketemu yg setara susah kah bikin gitu aj,baikin match making nya ketemu yg tara susah bikin gitu aj,1,Rezky,Negatif
2025-03-05 02:38:56,game yg sngt bagus,game yg sngt bagus,5,Queenlaundry 23,Positif
2025-03-05 02:37:54,Papi muntun kapan ada skin phoveus lagi?,papi muntun skin phoveus,1,A R I L,Negatif
2025-03-05 02:37:33,"Ini yang jadi masalah di mobile legend matchmaking nya ga seimbang dapat tim darksistem Mulu dah,,note!! Jan event mulu diurus keseimbangan match nya juga min",mobile legend matchmaking nya ga imbang tim darksistem mulu dahnote jan event mulu urus imbang match nya min,2,Muhammad Enden321,Negatif
2025-03-05 02:36:47,sangat seru,seru,5,Sri Hayati,Positif
2025-03-05 02:36:18,Permaina yang tidak buruk,permaina buruk,4,Rifki Parera,Positif
2025-03-05 02:35:59,"tolong lah masa setiap ngerank dapet hypr yang ga jelas terus sih, sedangkan kalau hypr di musuh malah bertolak belakang banget, pas di report ga ada sanksi apa apa, hypr ngefeed lah, tiba tiba belajar di rank lah, apasih hypr kaya gitu",ngerank dapet hypr ga sih hypr musuh tolak banget pas report ga sanksi hypr ngefeed ajar rank apasih hypr kaya gitu,1,Kim Jaegi,Negatif
2025-03-05 02:34:53,ᘜᗩᗰᗴ ᑎYᗩ Տᗴᖇᑌ ᘜᗩK ᑎᘜᗴᗷOՏᗴᑎIᑎ ᗪᗩᑎ ᗷIՏᗩ ᗰᗴᑎᘜᕼIᒪᗩᑎᘜKᗩᑎ ՏᗴTᖇᗴՏ ᗰᒪᗷᗷ ᗩᒪᒪᗩᕼᑌᗩKᗷᗩᖇ 🤗🤗, y  k o i  i i k t  k ,5,abdul azis,Positif
2025-03-05 02:34:09,Gamenya bagus banget aku ketagihan main bagus,gamenya bagus banget tagih main bagus,5,Kampung Literasi,Positif
2025-03-05 02:32:41,bagus,bagus,5,Marjanun Nafisah,Positif
2025-03-05 02:32:38,game nya skin nya gaada yang gratis gratis tapi efek tipis mana quest nya susah lagi kecuali skin legend boleh tuh kill,game nya skin nya gaada gratis gratis efek tipis quest nya susah skin legend tuh kill,2,–Hydr'a Zzzz,Negatif
2025-03-05 02:32:07,Ga pernah bagi tim yg adil tim yg gw dapat selalu yg baru main Tolong lah moonton perbaiki lagi game ini,ga tim yg adil tim yg gw yg main moonton baik game,1,Indra Dari Agus,Negatif
2025-03-05 02:31:26,game nya ramah lingkungan banget hebat,game nya ramah lingkung banget hebat,4,Sindyy,Positif
2025-03-05 02:31:12,Gem ny bagus tapi sayng team yg d kasih gk bisa main jdi mohon kasih tim yg adil jngan berat sebelah plis yg adil,gem ny bagus sayng team yg d kasih gk main jdi mohon kasih tim yg adil jngan berat belah plis yg adil,3,Afiza Ghania,Netral
2025-03-05 02:30:34,Game draksistem... Gak jelas game ini,game draksistem gak game,1,Rahmat Hidayat,Negatif
2025-03-05 02:28:38,Bagus,bagus,5,Meong Kong,Positif
2025-03-05 02:28:36,Gemini sangatbagus,gemini sangatbagus,5,Moch Ibrahim,Positif
2025-03-05 02:28:05,Bagus .Tapi tolong saya sudah login setiap hari tapi tidak bisa main rank.,bagus login main rank,4,Icha Naura,Positif
2025-03-05 02:27:50,Lebih dikembangkan lagi,kembang,5,Raka Akbar (Raka akbar),Positif
2025-03-05 02:24:05,Game tolol banyak drak sistem mending main hok banyak skin gratis Ama gaada drak sistem,game tolol drak sistem mending main hok skin gratis ama gaada drak sistem,1,ML game tolol,Negatif
2025-03-05 02:23:31,Game sampah,game sampah,1,FaridArdiansyah,Negatif
2025-03-05 02:23:19,Baguss bangett tapii kadang² Kalo jarigan bgs kadang g bs main,baguss bangett tapi kadang kalo jarigan bgs kadang g bs main,5,Arsyla Wardani,Positif
2025-03-05 02:23:19,Gme ny seru bgt apalagi ada dyroth,gme ny seru bgt dyroth,4,Eina Wina,Positif
2025-03-05 02:20:33,kasi gw naik Mythic baru gw kasi bintang lima,kasi gw mythic gw kasi bintang,1,Mahendra Putra,Negatif
2025-03-05 02:19:06,Nggak imbang,imbang,5,Artha Bot,Positif
2025-03-05 02:18:54,banyak player toxicc,player toxicc,2,Herbina Tambunan,Negatif
2025-03-05 02:18:34,"Mohon maaf kepada monton ituh pagar jangan bentuk kaya salip dong,di sini kan yang main bukan Kristen ajjah.kan beragama Islam juga ada..jadi mohon maaf tolong di rubah🙏🙏",mohon maaf monton ituh pagar bentuk kaya salip dongdi main kristen ajjahkan agama islam adajadi mohon maaf rubah,5,wahyoe sahputra,Positif
2025-03-05 02:18:01,"Moonton tambahin fitur agar GK rebutan role dong kayak HOK, males ketemu tim troll, sama itu bagi player yg afk kasih hukuman yg lebih berat lah masak cuman credit skor hilang 4 minimal 10 lah biar GK bisa main lagi sekalian🥴🥴",moonton tambahin fitur gk rebut role kayak hok males ketemu tim troll player yg afk kasih hukum yg berat masak cuman credit skor hilang 4 minimal 10 biar gk main sekali,1,Rio Syaputra,Negatif
2025-03-05 02:17:56,"Game sangat bagus, matchmaking hadeh, kalau bisa hukuman dari report diperberat lah demi lingkungan bermain yang lebih baik. Karena banyak org skill g sesua sama ranknya, penyakit moonton dari dulu",game bagus matchmaking hadeh hukum report berat lingkung main org skill g sua ranknya sakit moonton,1,Sponge_ bol,Negatif
2025-03-05 02:16:19,"game kikir,1 batu lagi untuk mendapatkan skin legend malah ga di kasih dan udh pake diamond pribadi,suka kau lah moonton,terus matching nya ga seimbang,berat sebelah,kau pun kalo solo lose track kau moonton,mending pindah ke hok lebih jelas dalam segi semua hal,moonton baik pas ada saingan doang,habis tu balek lgi sifat kikir nya.",game kikir1 batu skin legend ga kasih udh pake diamond pribadisuka kau moontonterus matching nya ga seimbangberat sebelahkau kalo solo lose track kau moontonmending pindah hok segi halmoonton pas saing doanghabis tu balek lgi sifat kikir nya,1,Yuu Otasaka,Negatif
2025-03-05 02:14:49,Gw udh mau naik ke epik malah dapat tim yang pemain nya tolool semua Giliran musuh nya aja pada jago hahhh capek gw,gw udh epik tim main nya tolool gilir musuh nya aja jago hahhh capek gw,1,Desi Hermawati,Negatif
2025-03-05 02:14:08,bagus,bagus,5,Kian Rizkie,Positif
2025-03-05 02:13:44,"Kadang nge lag"" ga jelas padahal jaringan gw bagus sama tolong perbaiki sistem report agar kena hukuman yang lebih berat dan bikin Dan kasih gw win streak by Rio",kadang nge lag ga jaring gw bagus baik sistem report kena hukum berat bikin kasih gw win streak by rio,4,TT kuu Rmaww,Positif
2025-03-05 02:13:23,Game jelek banget mending main hok aja dah di sini bintAng gua turun naik mulu pokoknya jangan download dah moonton montoon,game jelek banget mending main hok aja dah bintang gua turun mulu pokok download dah moonton montoon,1,abet,Negatif
2025-03-05 02:11:52,Jelek gamenya banyak drak sistem Tapi banyak kenangan,jelek gamenya drak sistem kenang,5,FRaN SiSKus DickY,Positif
2025-03-05 02:11:30,i love monton,i love monton,5,dheaa baikk,Positif
2025-03-05 02:11:08,"Game macam apa ini, mau bikin game buat seruan, atau game dowload mental orang, bisa² semua orang jadi gangguan jiwa, kalo bisa kasih rating bintang mines ku kasih -1 m 0 nya 1 m 1 m 1 m 1 m",game bikin game seru game dowload mental orang bisa orang ganggu jiwa kalo kasih rating bintang mes ku kasih 1 m 0 nya 1 m 1 m 1 m 1 m,1,Jujun Muhamad ridwan,Negatif
2025-03-05 02:09:36,Tolong perbaiki. Saya tidak bisa mendonload data ml yg di mengecek konten itu,baik mendonload data ml yg ecek konten,3,Munawar Awang,Netral
2025-03-05 02:09:21,Game gila,game gila,1,Beli Belii,Negatif
2025-03-05 02:08:55,Sangat bagus,bagus,5,I am a time traveler,Positif
2025-03-05 02:08:32,Moonton belum mandi kenapa gabisa main rank kocak,moonton mandi gabisa main rank kocak,3,Bhadri Thamam,Netral
2025-03-05 02:08:05,"game nya seru, tpi tolong lah kalau pas main itu dikasih tim itu yang sepadan jangan kebanyakan player dark sistem ajaa!!!, tolong di perbaiki!!!",game nya seru tpi pas main kasih tim padan banyak player dark sistem ajaa baik,1,Wildan kurniawan,Negatif
2025-03-05 02:07:06,Match making tidak seimbang kek bwung,match making imbang kek bwung,1,bom geming Rafael Achmad,Negatif
2025-03-05 02:05:50,geme ya seru tapi kenapa banyak orang yang ngasih bintang 1 daripada bintang 5 di daerahku banyak yang main moonton atau mobile legends game yang seru kali tapi kenapa tadi saya itu lebih dari 15 orang kasih bintang 1 daripada bintang 5,geme seru orang ngasih bintang 1 bintang 5 daerah main moonton mobile legends game seru kali 15 orang kasih bintang 1 bintang 5,5,Rere Anmasya,Positif
2025-03-05 02:05:32,Game sangat seru dan bisa main bareng teman 😊😊😊,game seru main bareng teman ,5,Abdul Aziz,Positif
2025-03-05 02:04:16,👍,,5,Raza Ali,Positif
2025-03-05 02:03:10,akun saya kena hack orang gara gara pelayanan custemer servic nya lama ..,akun kena hack orang gara gara layan custemer servic nya,1,BEATRIX,Negatif
2025-03-05 02:02:53,tolonglah saya dari jam 10 mlm sampe jm 7 di kasih kalah muluu plis lah mobile legends naik cuma 2 bintang cape kalah Mulu ngasih tim yg bener Napa musuh jago tim drak sistem lamaa lamaa pindah game juga nih ke HOK ngasih kalah Mulu,tolong jam 10 mlm sampe jm 7 kasih kalah muluu plis mobile legends 2 bintang cape kalah mulu ngasih tim yg bener napa musuh jago tim drak sistem lamaa lamaa pindah game nih hok ngasih kalah mulu,1,Rezz Isnaen,Negatif
2025-03-05 02:02:47,"Hilangin draksystem, sewajarnya saja kalau ada draksystem minimal di kedua kubu sama-sama ada biar berimbang. Kenapa nasib gw selalu setim sama draksystem mulu. Kalah bukan karena tim musuh pada jago-jago, tapi kalah karena tim sendiri lebih banyak draksystem nya. Solo = adu ketololan (siapa yang lebih tolol, blunder dia yg kalah). Namun kenapa pada realitanya gw selalu di satuin sama draksystem mulu. Match miking nya gimana",hilangin draksystem wajar draksystem minimal kubu samasama biar imbang nasib gw tim draksystem mulu kalah tim musuh jagojago kalah tim draksystem nya solo adu tolol tolol blunder yg kalah realitanya gw satuin draksystem mulu match miking nya gimana,1,Najmi Fikri,Negatif
2025-03-05 02:02:32,Permainan sangat seru sekali sampa saya Begadang sapai jam 12 malam,main seru sampa begadang sapai jam 12 malam,5,Talita Lita,Positif
2025-03-05 02:02:24,Mobile legend taiiii,mobile legend taiiii,1,Zaka Ria,Negatif
2025-03-05 02:02:10,"Aku baru mau donwload trus kenapa pas mau login gabisa & ada tulisannya penyimpanan ruang tidak cukup? Padahal ruang penyimpanan hpku masih banyak,,",donwload trus pas login gabisa tulis simpan ruang ruang simpan hpku,1,M Zaenal,Negatif
